SBLnr,SBLlength,titel,Fodd,Dod,Band,Year
6600,75058,Anna W Retzius (Hierta-),"Född:1841-08-24 – Nikolai församling, Stockholms län","Död:1924-12-21 – Adolf Fredriks församling, Stockholms län","Band 30 (1998-2000), sida 11.",1998-2000
6601,107814,M Gustaf Retzius,"Född:1842-10-17 – Kungsholm eller Ulrika Eleonora, Stockholms län","Död:1919-07-21 – Adolf Fredriks församling, Stockholms län","Band 30 (1998-2000), sida 16.",1998-2000
6602,27858,Christoph Reusner,"Född:1639 – Tyska Sankta Gertruds församling, Stockholms län","Död:1698 – Tyska Sankta Gertruds församling, Stockholms län","Band 30 (1998-2000), sida 24.",1998-2000
6603,26691,Gustaf Reuter,,"Död:1783-04-27 – Delsbo församling, Gävleborgs län","Band 30 (1998-2000), sida 25.",1998-2000
6604,91387,Henrik Reuterdahl,"Född:1795-09-10 – Malmö Karoli församling, Skåne län","Död:1870-06-28 – Uppsala domkyrkoförsamling, Uppsala län","Band 30 (1998-2000), sida 26.",1998-2000
6607,57435,E Christian Reuterholm,"Född:1710 – Katarina församling, Stockholms län","Död:1773-01-20 – Finland (i Sjundeå, Nylands län.)","Band 30 (1998-2000), sida 37.",1998-2000
6608,59669,Gustaf Adolf Reuterholm,"Född:1756-07-07 – Finland (i Sjundeå, Nylands län)",Död:1813-12-27 – Tyskland (i Schleswig-Friedrichberg),"Band 30 (1998-2000), sida 43.",1998-2000
6609,39957,Gustaf G Reuterholm,"Född:1721 – Kungsholm eller Ulrika Eleonora, Stockholms län","Död:1803-04-05 – Rytterne församling, Västmanlands län","Band 30 (1998-2000), sida 41.",1998-2000
6610,50703,Nils E Reuterholm,"Född:1676-09-16 – Rytterne församling, Västmanlands län","Död:1756-12-04 – Örebro församling, Örebro län","Band 30 (1998-2000), sida 33.",1998-2000
6611,71990,"Reuterskiöld, släkt",,,"Band 30 (1998-2000), sida 48.",1998-2000
6618,97357,Carl-Axel Reuterskiöld,"Född:1870-01-12 – Hovförsamlingen, Stockholms län","Död:1944-04-08 – Jonsbergs församling, Östergötlands län (enl db för Uppsala domk.)","Band 30 (1998-2000), sida 54.",1998-2000
6626,61276,"Reuterswärd, släkt",,,"Band 30 (1998-2000), sida 61.",1998-2000
6635,41225,Gustaf F A Reuterswärd,"Född:1882-08-31 – Örebro församling, Örebro län","Död:1953-08-26 – Ängelholms församling, Kristianstads län","Band 30 (1998-2000), sida 71.",1998-2000
6640,67666,Patric O Reuterswärd,"Född:1820-11-22 – Norra Vi församling, Östergötlands län","Död:1907-08-23 – Skinnskattebergs församling, Västmanlands län","Band 30 (1998-2000), sida 66.",1998-2000
6647,52437,Ivar D Rhedin,"Född:1881-03-14 – Bokenäs församling, Västra Götalands län","Död:1953-06-07 – Göteborgs Vasa församling, Västra Götalands län","Band 30 (1998-2000), sida 74.",1998-2000
6648,62149,Eric A K Rhenman,"Född:1932-12-18 – Jokkmokks församling, Norrbottens län","Död:1993-03-11 – Mexiko (bosatt i Cambridge, Mass, USA)","Band 30 (1998-2000), sida 78.",1998-2000
6649,41369,Jonas H Rhezelius,,"Död:1666-07-01 – Jönköpings Kristina församling, Jönköpings län","Band 30 (1998-2000), sida 82.",1998-2000
6650,31807,Carl M A Rhodin,Född:1871-09-28 – Norge (i Bergen),"Död:1952-11-07 – Malmö stad, Skåne län","Band 30 (1998-2000), sida 88.",1998-2000
6651,38182,Hans D G Rhodin,"Född:1854-10-08 – Hjo församling, Skaraborgs län","Död:1932-03-11 – Engelbrekts församling, Stockholms län","Band 30 (1998-2000), sida 85.",1998-2000
6653,33603,S Fridolf E Rhudin,"Född:1895-10-10 – Ransäters församling (Norra Råda församling, Värmlands län)","Död:1935-03-06 – Stockholms domkyrkoförsamling (Danderyds församling, Stockholms län (i Djursholm))","Band 30 (1998-2000), sida 90.",1998-2000
6655,75784,Andreas O Rhyzelius,"Född:1677-10-04 – Ods församling, Älvsborgs län","Död:1761-03-25 – Linköpings Domkyrkoförsamling, Östergötlands län","Band 30 (1998-2000), sida 92.",1998-2000
6656,258244,"Ribbing, släkt",,,"Band 30 (1998-2000), sida 97.",1998-2000
6657,40513,Adolph L Ribbing,"Född:1765-01-10 – Klara församling, Stockholms län",Död:1843 – Frankrike (i Paris),"Band 30 (1998-2000), sida 130.",1998-2000
6675,34420,Fridrich Ribbing,"Född:1721-04-23 – Göteborgs stad, Västra Götalands län","Död:1783-10-11 – Jakobs församling, Stockholms län","Band 30 (1998-2000), sida 127.",1998-2000
6679,24334,Gustaf Ribbing,"Född:1719-03-19 – Jakobs församling, Stockholms län","Död:1811-06-19 – Jakobs församling, Stockholms län","Band 30 (1998-2000), sida 126.",1998-2000
6700,44273,Pehr Ribbing,"Född:1670-05-14 – Stockholms domkyrkoförsamling, Stockholms län","Död:1719-04-14 – Stockholms domkyrkoförsamling, Stockholms län","Band 30 (1998-2000), sida 123.",1998-2000
6705,52405,Seved Ribbing,"Född:1552-03-06 – Finnekumla församling, Älvsborgs län","Död:1613-09-26 – Stockholms domkyrkoförsamling, Stockholms län","Band 30 (1998-2000), sida 119.",1998-2000
6706,66293,Seved Ribbing,"Född:1845-02-17 – Klara församling, Stockholms län","Död:1921-02-14 – Lunds domkyrkoförsamling, Skåne län","Band 30 (1998-2000), sida 136.",1998-2000
6707,29675,Seved Ribbing,"Född:1902-12-20 – Uppsala domkyrkoförsamling, Uppsala län","Död:1993-11-07 – Linköpings Sankt Lars församling, Östergötlands län","Band 30 (1998-2000), sida 140.",1998-2000
6708,56479,Sigurd Ribbing,"Född:1816-10-22 – Mistelås församling, Kronobergs län","Död:1899-02-21 – Uppsala domkyrkoförsamling, Uppsala län","Band 30 (1998-2000), sida 132.",1998-2000
6719,37425,"Riben, släkt",,,"Band 30 (1998-2000), sida 142.",1998-2000
6723,17910, Ricardis,,Död:1377,"Band 30 (1998-2000), sida 145.",1998-2000
6724,39672,"Richert, släkt",,,"Band 30 (1998-2000), sida 145.",1998-2000
6725,51549,Arvid G Richert,"Född:1887-04-05 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1981-08-22 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Band 30 (1998-2000), sida 159.",1998-2000
6727,86375,J Gustaf Richert,"Född:1857-05-16 – Stockholms domkyrkoförsamling, Stockholms län ((ej i fbf))","Död:1934-02-04 – Oscars församling, Stockholms län","Band 30 (1998-2000), sida 153.",1998-2000
6730,54176,Johan Gabriel Richert,"Född:1784-03-25 – Tidavads församling, Skaraborgs län","Död:1864-01-02 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Band 30 (1998-2000), sida 149.",1998-2000
6733,29026,Georg (Jurgen) Richolff,Född:1494 – Tyskland (i Lübeck),"Död:1573 – Tyskland (i Lübeck, begr i Mariakyrkan)","Band 30 (1998-2000), sida 163.",1998-2000
6735,46892,Carl E Richson,"Född:1857-01-03 – Helgesta församling, Södermanlands län","Död:1925-10-12 – Engelbrekts församling, Stockholms län","Band 30 (1998-2000), sida 164.",1998-2000
6736,28553,Bengt Richter,"Född:1670 – Stockholms domkyrkoförsamling, Stockholms län",Död:1737-04-28 – Österrike (i Wien),"Band 30 (1998-2000), sida 169.",1998-2000
6738,29970,David Richter,"Född:1664 – Nikolai församling, Stockholms län","Död:1741-01-12 – Hovförsamlingen, Stockholms län","Band 30 (1998-2000), sida 168.",1998-2000
6739,33072,Levi J Rickson,"Född:1868-08-03 – Almby församling, Örebro län","Död:1967-11-29 – Örebro Nikolai församling, Örebro län","Band 30 (1998-2000), sida 171.",1998-2000
6740,32034,Petter Riddercrona,"Född:1682 – Hovförsamlingen, Stockholms län","Död:1721-09-16 – Hovförsamlingen, Stockholms län","Band 30 (1998-2000), sida 173.",1998-2000
6741,31661,Lars Riddermarck,"Född:1650 – Jönköpings Kristina församling, Jönköpings län","Död:1733-02-28 – Byarums församling, Jönköpings län","Band 30 (1998-2000), sida 175.",1998-2000
6743,101509,Carl Fredrik Ridderstad,"Född:1807-10-18 – Rådmansö församling, Stockholms län","Död:1886-08-12 – Linköpings Domkyrkoförsamling, Östergötlands län","Band 30 (1998-2000), sida 176.",1998-2000
6748,46595,Carl Johan Ridderstolpe,"Född:1718 – Skeppsholms församling, Stockholms län","Död:1785-01-29 – Jakobs församling, Stockholms län","Band 30 (1998-2000), sida 184.",1998-2000
6750,40031,S Maria P Rieck-Müller,"Född:1863-03-08 – Sundsvalls Gustav Adolfs församling, Västernorrlands län","Död:1955-12-04 – Engelbrekts församling, Stockholms län","Band 30 (1998-2000), sida 187.",1998-2000
6751,48415,Marcel Riesz,Född:1886-11-16 – Ungern (I Györ),"Död:1969-09-04 – Lunds allhelgonaförsamling, Skåne län","Band 30 (1998-2000), sida 189.",1998-2000
6752,36362,A Einar Rietz,"Född:1891-09-03 – Ronneby församling, Blekinge län","Död:1967-01-23 – Västerleds församling, Stockholms län","Band 30 (1998-2000), sida 195.",1998-2000
6753,39070,J Ernst Rietz,"Född:1815-09-06 – Karlshamns församling, Blekinge län","Död:1868-07-16 – Danmark (enl db för Tygelsjö, Skåne)","Band 30 (1998-2000), sida 192.",1998-2000
6754,22301, Rikissa,Född:1116-04-12,Död:tidigast 1156,"Band 30 (1998-2000), sida 197.",1998-2000
6755,19320, Rikissa,,Död:1220-05-08,"Band 30 (1998-2000), sida 198.",1998-2000
6756,27705,Olof (Olle) A Rimfors,"Född:1896-05-14 – Viby församling (T-län), Örebro län","Död:1994-02-26 – Åre församling, Jämtlands län","Band 30 (1998-2000), sida 198.",1998-2000
6757,36806,Edward Ringborg,"Född:1857-08-16 – Kvillinge församling, Östergötlands län (Kbf i Norrköping S:t Olai)","Död:1929-02-22 – Lidingö församling, Stockholms län","Band 30 (1998-2000), sida 200.",1998-2000
6758,53116,Henrik F Ringius,"Född:1847-11-26 – Varbergs församling, Hallands län","Död:1925-05-31 – Solberga församling (O-län), Västra Götalands län","Band 30 (1998-2000), sida 202.",1998-2000
6759,44452,Nils G Ringstrand,"Född:1863-07-22 – Strängnäs domkyrkoförsamling, Södermanlands län","Död:1935-12-21 – Stockholms domkyrkoförsamling, Stockholms län (kbf i Umeå)","Band 30 (1998-2000), sida 206.",1998-2000
6760,49272,"Rinman, släkt",,,"Band 30 (1998-2000), sida 209.",1998-2000
6761,29739,Axel E Rinman,"Född:1875-10-31 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1947-05-12 – Göteborgs Vasa församling, Västra Götalands län","Band 30 (1998-2000), sida 225.",1998-2000
6764,62376,Erik B Rinman,"Född:1870-05-02 – Boteå församling, Västernorrlands län","Död:1932-01-29 – Engelbrekts församling, Stockholms län","Band 30 (1998-2000), sida 219.",1998-2000
6765,30374,Erik L Rinman,"Född:1874-06-04 – Nedre Ulleruds församling, Värmlands län","Död:1937-09-07 – Tyskland (i Passau, Bayern (enl db för Djursholm))","Band 30 (1998-2000), sida 223.",1998-2000
6768,79988,Sven Rinman,"Född:1720-06-12 – Uppsala domkyrkoförsamling, Uppsala län","Död:1792-12-20 – Eskilstuna församling, Södermanlands län","Band 30 (1998-2000), sida 212.",1998-2000
6772,28034,Emilie C Risberg,"Född:1815-06-10 – Skara domkyrkoförsamling, Skaraborgs län","Död:1890-11-11 – Örebro församling, Örebro län","Band 30 (1998-2000), sida 227.",1998-2000
6773,30118,Adolf A Rising,"Född:1866-12-21 – Maria Magdalena församling, Stockholms län","Död:1947-01-28 – Sankt Görans församling, Stockholms län","Band 30 (1998-2000), sida 228.",1998-2000
6774,21623, Risingemästaren,Född:1400-talet,Död:1400,"Band 30 (1998-2000), sida 230.",1998-2000
6775,59768,Johan Risingh,"Född:1616/1617 – Risinge församling, Östergötlands län","Död:1672-04 – Nikolai församling, Stockholms län","Band 30 (1998-2000), sida 231.",1998-2000
6776,51870,Adolf Fredrik Ristell,"Född:1744-07-17 – Uppsala domkyrkoförsamling, Uppsala län",Död:1829,"Band 30 (1998-2000), sida 235.",1998-2000
6777,60760,Johannes (Johan) Riström,"Född:1802-02-18 – Råneå församling, Norrbottens län","Död:1868-11-19 – Skellefteå landsförsamling, Västerbottens län","Band 30 (1998-2000), sida 238.",1998-2000
6778,50361,Anna Riwkin-Brick,Född:1908 – Ryssland (i Surasj),Död:1970-12-19 – Israel (i Tel Aviv),"Band 30 (1998-2000), sida 243.",1998-2000
6779,59673,Lars Roberg,"Född:1664-01-04 – Hovförsamlingen, Stockholms län (dp i Sthlm, Hovförs.)","Död:1742-05-21 – Helga Trefaldighets församling, Uppsala län (begr i Helga Tref, Upps.)","Band 30 (1998-2000), sida 246.",1998-2000
6780,27352,Elsa Robertson,"Född:1893-05-31 – Växjö domkyrkoförsamling, Kronobergs län","Död:1972-02-04 – Tyskland (i Hamburg, enl db för Sthlm, Osc.)","Band 30 (1998-2000), sida 250.",1998-2000
6781,36260,"Robsahm, släkt",,,"Band 30 (1998-2000), sida 251.",1998-2000
6788,53068,Kristina (Stina) M Rodenstam,"Född:1868-01-06 – Skuttunge församling, Uppsala län","Död:1936-04-10 – Hudiksvalls församling, Gävleborgs län","Band 30 (1998-2000), sida 254.",1998-2000
6789,54855,"Rodhe, släkt",,,"Band 30 (1998-2000), sida 257.",1998-2000
6793,81571,Edvard H Rodhe,"Född:1845-10-26 – Everöds församling, Kristianstads län","Död:1932-09-14 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Band 30 (1998-2000), sida 263.",1998-2000
6794,118485,Edvard M Rodhe,"Född:1878-12-17 – Lunds domkyrkoförsamling, Skåne län","Död:1954-04-12 – Skara domkyrkoförsamling, Skaraborgs län","Band 30 (1998-2000), sida 268.",1998-2000
6803,66873,"Rogberg, släkt",,,"Band 30 (1998-2000), sida 276.",1998-2000
6812,58381,Kort Rogge,,Död:1501-04-05,"Band 30 (1998-2000), sida 283.",1998-2000
6813,27550,Daniel Rolander,"Född:1723omkring – Hälleberga församling, Kalmar län","Död:1793-08-10 – Lunds domkyrkoförsamling, Skåne län","Band 30 (1998-2000), sida 287.",1998-2000
6814,56702,Ernst R Rolf,"Född:1891-01-20 – Falu Kristine församling, Dalarnas län","Död:1932-12-25 – Stockholms domkyrkoförsamling (Danderyds församling, Stockholms län (i Djursholm))","Band 30 (1998-2000), sida 288.",1998-2000
6817,70339,Johan Helmich Roman,"Född:1694-10-26 – Hovförsamlingen, Stockholms län","Död:1758-11-20 – Ryssby församling (H-län), Kalmar län","Band 30 (1998-2000), sida 292.",1998-2000
6818,27190,Henrik Wilhelm Romanson,"Född:1776-09-05 – Finland (i Puumala, S:t Michels län)","Död:1853-05-15 – Uppsala domkyrkoförsamling, Uppsala län","Band 30 (1998-2000), sida 297.",1998-2000
6819,36923,Harald A R Romanus,"Född:1904-04-10 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1996-07-22 – Oscars församling, Stockholms län","Band 30 (1998-2000), sida 299.",1998-2000
6821,141629,Axel L Romdahl,"Född:1880-03-18 – Linköpings Domkyrkoförsamling, Östergötlands län","Död:1951-05-14 – Örgryte församling, Västra Götalands län","Band 30 (1998-2000), sida 301.",1998-2000
6823,54835,Lars Romell,"Född:1854-12-04 – Kumla församling (T-län), Örebro län","Död:1927-07-13 – Engelbrekts församling, Stockholms län","Band 30 (1998-2000), sida 311.",1998-2000
6824,72843,Lars-Gunnar T Romell,"Född:1891-01-22 – Hedvig Eleonora församling, Stockholms län","Död:1981-03-28 – Danderyds församling, Stockholms län","Band 30 (1998-2000), sida 315.",1998-2000
6825,30099,Carl Wilhelm H Ronander,Född:1794-06-23 – Tyskland (i Stralsund),"Död:1847-04-10 – Klara församling, Stockholms län","Band 30 (1998-2000), sida 320.",1998-2000
6826,21848,Jonas T Ronander,"Född:1717-05-02 – Visby domkyrkoförsamling, Gotlands län","Död:1781-05-14 – Jakobs församling, Stockholms län","Band 30 (1998-2000), sida 319.",1998-2000
6827,29703,Eric W Ronge,"Född:1889-07-07 – Frykeruds församling, Värmlands län","Död:1982-05-27 – Lidingö församling, Stockholms län","Band 30 (1998-2000), sida 322.",1998-2000
6828,73172,"Roos, släkt",,,"Band 30 (1998-2000), sida 348.",1998-2000
6830,48860,Anna M Roos,"Född:1855-04-03 – Stockholms domkyrkoförsamling, Stockholms län","Död:1927-06-28 – Stockholms domkyrkoförsamling, Stockholms län","Band 30 (1998-2000), sida 345.",1998-2000
6831,85891,Anna Maria Roos,"Född:1862-04-09 – Finska församling, Stockholms län",Död:1938-04-23 – Indien (I Bombay),"Band 30 (1998-2000), sida 335.",1998-2000
6832,43258,Axel B Roos,"Född:1886-03-04 – Kristianstads Heliga Trefaldighets församling, Kristianstads län","Död:1957-08-24 – Malmö slottsförsamling, Skåne län","Band 30 (1998-2000), sida 324.",1998-2000
6835,36850,Carl Gustaf Roos,Född:1655-12-25,Död:1722-05-02 – Finland (i Åbo),"Band 30 (1998-2000), sida 354.",1998-2000
6838,38376,Gustaf W A Roos,"Född:1859-09-06 – Finska församling, Stockholms län","Död:1938-01-19 – Oscars församling, Stockholms län","Band 30 (1998-2000), sida 332.",1998-2000
6842,36704,Johan Petter Roos,"Född:1818-07-13 – Adolf Fredriks församling, Stockholms län","Död:1882-08-13 – Katarina församling, Stockholms län","Band 30 (1998-2000), sida 327.",1998-2000
6845,36968,Leonard Henric Roos,"Född:1787-12-22 – Millesviks församling, Värmlands län",Död:1827-05 – Colombia (I Honda),"Band 30 (1998-2000), sida 357.",1998-2000
6846,82768,Mathilda L Roos,"Född:1852-08-02 – Stockholms domkyrkoförsamling, Stockholms län","Död:1908-07-17 – Danderyds församling, Stockholms län","Band 30 (1998-2000), sida 339.",1998-2000
6850,43897,A Wilhelm Roos,Född:1824-06-21 – Finland (i Kristinestad),"Död:1895-01-19 – Finska församling, Stockholms län","Band 30 (1998-2000), sida 329.",1998-2000
6851,25690,Gösta H Roosling,"Född:1903-09-10 – Värmdö församling, Stockholms län","Död:1974-08-12 – Matteus församling (AB-län), Stockholms län","Band 30 (1998-2000), sida 359.",1998-2000
6854,131579,John (Johnny) A E Roosval,"Född:1879-09-29 – Kalmar domkyrkoförsamling, Kalmar län","Död:1965-10-18 – Hedvig Eleonora församling, Stockholms län","Band 30 (1998-2000), sida 360.",1998-2000
6855,67301,Erik G T Rooth,"Född:1889-04-22 – Degerfors församling (T-län), Örebro län","Död:1986-03-14 – Lunds allhelgonaförsamling, Skåne län","Band 30 (1998-2000), sida 372.",1998-2000
6856,56364,Ivar Rooth,"Född:1888-11-02 – Hedvig Eleonora församling, Stockholms län","Död:1972-02-27 – Lidingö församling, Stockholms län","Band 30 (1998-2000), sida 368.",1998-2000
