skblid,wid,publishedDate,article_author_firstname,article_author_lastname,subtitle_sv,subtitle_eng,name_lastname,name_firstname
AnnaMajaNylen,Q4970585,2018-03-08,Sofia,Danielsson,"Etnolog, dräkt- och textilhistoriker","Ethnologist, costume- and textile historian",Nylén,/Anna-Maja/
JeannaOterdahl,Q4971468,2018-03-08,Inger,Eriksson,"Lärare, författare","Teacher, author",Oterdahl,/Jeanna/ Louise
IngridPersson,Q4972531,2018-03-08,Boel,Hössjer Sundman,"Präst, kvinnoprästpionjär","Priest, female priest pioneer",Persson,/Ingrid/
GulliPetrini,Q4972683,2018-03-08,Christina,Florin,"Politiker, rösträttskvinna","Politician, women's suffrage activist",Petrini,/Gulli/ Charlotta
MarianneRichter,Q4974748,2018-03-08,Christina,Lindvall-Nordin,Textilkonstnär,Textile artist,Richter,/Marianne/ Elisabet
BirgitRodhe,Q4975172,2018-03-08,Anders,Johnson,"Politiker, minister","Politician, government minister",Rodhe,/Birgit/ Karin
ElsiRydsjo,Q4976163,2018-03-08,Lisbeth,Larsson,Författare,Author,Rydsjö,Elsie (/Elsi/) Elisabet
NaimaSahlbom,Q4976473,2018-03-08,Anders,Lundgren,"Kemist, fredsaktivist","Chemist, peace activist",Sahlbom,/Naima/
AnnaSandstrom,Q4976947,2018-03-08,Annika,Ullman,"Skolgrundare, reformpedagog, kvinnosakskvinna","School founder, educational reformer, proponent of women&apos;s issues",Sandström,/Anna/ Maria Carolina
MartinavonSchwerin,Q4977687,2018-03-08,Ingrid,Elam,"Friherrinna, kulturpersonlighet","Baroness, cultural celebrity",von Schwerin,/Martina/
MariSimmulson,Q4978657,2018-03-08,Märta,Holkers,"Konstnär, skulptör, keramiker","Artist, sculptor, ceramicist",Simmulson,/Mari/
AnnaEvaElisabetSparre,Q4979782,2018-03-08,Lisbeth,Larsson,Författare,Author,Sparre,/Anna/ Eva Elisabet
IngegerdStadener,Q4979923,2018-03-08,Sara,Kärrholm,Författare,Author,Stadener,/Ingegerd/ Gurli
BirgittaSvanberg,Q4981371,2018-03-08,Lisbeth,Larsson,"Lärare, litteraturforskare, feminist","Teacher, literary historian, feminist",Svanberg,Anna /Birgitta/
HilmaSvedal,Q4981407,2018-03-08,Göran,Dave,"Guldgrävare, företagare, skapare av Alaska på Nord Långö","Gold prospector, entrepreneur, founder of Alaska on Nord Långö",Svedal,/Hilma/
HedvigUlfsparre,Q4983944,2018-03-08,Anna,Forsberg,"Husfru,  textilsamlare, aktiv i hemslöjdsrörelsen","Housekeeper, textile collector, active within the handicraft movement",Ulfsparre,/Hedvig/ Siriane Emilia
EdithUnnerstad,Q4984055,2018-03-08,Birger,Hedén,Författare,Author,Unnerstad,/Edith/ Alice
SigneVessman,Q4984496,2018-03-08,Ulrika,Holgersson,"Facklig agitator, politiker","Union propagandist, politician",Vessman,/Signe/ Augusta Maria
DisaVastberg,Q4984930,2018-03-08,Irene,Andersson,"Riksdagsledamot, ordförande för Sveriges socialdemokratiska kvinnoförbund","Member of parliament, chair of Social Democratic Women in Sweden",Västberg,Rebecka Desideria (/Disa/)
KarinAlin,Q4986671,2018-03-08,Cecilia,Schwartz,"Översättare, litterär agent, lärare","Translator, literary agent, teacher",Alin,Katarina (/Karin/)
ElinFalk,Q4988456,2018-03-08,Pia,Lundquist Wanneberg,Gymnastikdirektör,,Falk,/Elin/
EllenWester,Q4990349,2018-03-08,Marie-Christine,Skuncke,"Översättare, journalist","Translator, journalist",Wester,/Ellen/ Sofia
KarinBirgittaWestmanBerg,Q4990395,2018-03-08,Anna,Nordenstam,"Lärare, litteraturvetare, pionjär inom svensk kvinnoforskning","Teacher, literary historian, pioneer of Swedish women's studies",Westman Berg,/Karin/ Birgitta
EvaWigstrom,Q4990504,2018-03-08,Maria,Ehrenberg,"Folkminnessamlare, folklivsforskare, författare","Folklorist, collector of folklore, author",Wigström,/Eva/
LilliZickerman,Q4990938,2018-03-08,Anneli,Palmsköld,"Textilkonstnär, grundare av Föreningen för Svensk Hemslöjd","Textile artist, founder of Föreningen för Svensk Hemslöjd",Zickerman,Emma Carolina Helena (/Lilli/)
EllenLandquist,Q50809185,2018-03-08,Lisbeth,Larsson,"Journalist, författare","Journalist, author",Landquist,/Ellen/ Maria
IngridBergman,Q43247,2018-03-08,Tytti,Soila,Skådespelare,Actor,Bergman,/Ingrid/
SophiaElisabetBrenner,Q126270,2018-03-08,Valborg,Lindgärde,Författare,Author,Brenner,/Sophia Elisabet/
AlvaMyrdal,Q152437,2018-03-08,Maria,Sjöberg,"Minister, diplomat, fredspristagare","Government minister, diplomat, Nobel peace prize recipient",Myrdal,/Alva/
SonjaKovalevsky,Q184535,2018-03-08,Linus,Karlsson,"Matematiker, Sveriges första kvinnliga professor","Mathematician, first female professor in Sweden",Kovalevsky,Sophie (/Sonja/) Vasiljevna
BirgittaBirgersdotter,Q204996,2018-03-08,Thomas,Lindkvist,Helgon,Saint,Birgersdotter,/Birgitta/
Josefinadrottning,Q229810,2018-03-08,Avigail,Rotbain,Drottning av Sverige och Norge,Queen of Sweden and Norway,,"/Josefina/, drottning"
JennyLind,Q231345,2018-03-08,Ingela,Tägil,Operasångare,Opera-singer,Lind,Johanna (/Jenny/) Maria
SofiaMagdalenadrottning,Q234311,2018-03-08,Sabrina,Norlander Eliasson,Drottning av Sverige,Queen of Sweden,,"/Sofia Magdalena/, drottning"
AgnesvonKrusenstjerna,Q239386,2018-03-08,Anna,Williams,Författare,Author,von Krusenstjerna,/Agnes/ Julie Fredrika
BritaKerstinGunvorBorg,Q264668,2018-03-08,Lennart K,Persson,"Sångare, skådespelare, revyartist","Singer, actor, revue artiste",Borg,/Brita/ Kerstin Gunvor
MoaMartinson,Q275893,2018-03-08,Ebba,Witt-Brattström,"Författare, journalist","Author, journalist",Martinson,Helga Maria (/Moa/)
UlricaFredricaPasch,Q276459,2018-03-08,Anna Lena,Lindberg,Porträttmålare,Portrait painter,Pasch,/Ulrica Fredrica/
IngridVangNyman,Q446436,2018-03-08,Helene,Ehriander,"Konstnär, illustratör","Artist, illustrator",Vang Nyman,/Ingrid/
SophievonKnorring,Q450795,2018-03-08,Gunnel,Furuland,Författare,Author,von Knorring,Sophia (/Sophie/) Margareta
GunnWallgren,Q455358,2018-03-08,Rikard,Loman,Skådespelare,Actor,Wållgren,Gunnel (/Gunn/) Margaret Haraldsdotter
HilmaAngeredStrandberg,Q462700,2018-03-08,Ulla,Åkerström,Författare,Author,Angered-Strandberg,/Hilma/ Kristina Elisabeth
GustiStridsberg,Q517796,2018-03-08,Wilhelm,Agrell,"Författare, journalist, sovjetisk underrättelseagent","Author, journalist, Soviet intelligence agent",Stridsberg,Augustine (/Gusti/) Franziska
EllyJannes,Q1332619,2018-03-08,Gunnel,Furuland,"Författare, journalist, redaktör","Author, journalist, newspaper editor",Jannes,/Elly/ Maria
SolveigRonnChristiansson,Q1448829,2018-03-08,Camilla,Norrbin,"Politiker, riksdagsledamot, fackligt aktiv","Politician, member of parliament, trade-union representative",Rönn-Christiansson,/Solveig/ Adina Olena
GunJacobson,Q1525689,2018-03-08,Anna,Nordenstam,"Författare, lärare, fackligt aktiv",Author,Jacobson,/Gun/ Elisabeth
HjordisTopel,Q1770551,2018-03-08,Lennart K,Persson,"Simmare, simhoppare","Swimmer, diver",Töpel,/Hjördis/ Viktoria
HedvigCatharinaLillie,Q2403800,2018-03-08,Maria,Sjöberg,"Grevinna, godsägare, politisk opinionsbildare","Countess, property owner, influencer of public opinion",Lillie,/Hedvig Catharina/
KimAnderzon,Q2498137,2018-03-08,Tytti,Soila,"Skådespelare, debattör","Actor, debater",Anderzon,Kerstin Kristina Birgitta (/Kim/)
ViolaGrasten,Q2646376,2018-03-08,Jenny,von Platen,Textilkonstnär,Textile artist,Gråsten,/Viola/ Hildegard
EditaMorris,Q2750266,2018-03-08,Lisbeth,Larsson,"Författare, fredsaktivist","Author, peace activist",Morris,Edit (/Edita/) Dagmar Emilia
HildaBorgstrom,Q3135582,2018-03-08,Hélène,Ohlsson,"Skådespelare, teaterchef","Actor, theatre manager",Borgström,/Hilda/ Teresia
LalaSjoqvist,Q3378645,2018-03-08,Lennart K,Persson,Simhoppare,Diver,Sjöqvist,/Lala/ Valborg
AnnaNorrie,Q3437414,2018-03-08,Inga,Lewenhaupt,"Sångare, operettartist, dramapedagog","Singer, operetta singer, teacher of stage movement",Norrie,/Anna/ Hilda Charlotta
BodilMalmsten,Q3439054,2018-03-08,Cecilia,Pettersson,"Författare, dramatiker, kåsör","Author, dramatist, columnist",Malmsten,/Bodil/
WendelaHebbe,Q3567227,2018-03-08,Åsa,Arping,"Författare, redaktör, journalist","Author, editor, journalist",Hebbe,/Wendela/
EvaDickson,Q3815471,2018-03-08,Emma,Severinsson,"Äventyrare, rallyförare, pilot","Adventurer, rally driver, pilot",Dickson,/Eva/ Amalia Maria
UlricaArfvidsson,Q4382625,2018-03-08,Brita,Planck,Spåkvinna,Fortune teller,Arfvidsson,Anna /Ulrica/
EmilyNonnen,Q4414673,2018-03-08,Louise,Lönnroth,"Konstnär, författare, översättare","Artist, author, translator",Nonnen,/Emily/
AgnesArvidson,Q4693008,2018-03-08,Maria,Stanfors,"Apotekare, apoteksföreståndare, farmaceutisk pionjär","Pharmacist, pharmacy owner, pharmaceutical pioneer",Arvidson,/Agnes/ Hildegard
AlmaJohansson,Q4733562,2018-03-08,Maria,Småberg,"Missionär, internationell hjälparbetare","Missionary, international aid worker",Johansson,/Alma/ Viktoria Leontina
AmeliePosse,Q4742326,2018-03-08,Eva,Strömberg Krantz,"Författare, antinazist","Author, anti-Nazi",Posse,/Amelie/
AnnaHammarRosen,Q4767065,2018-03-08,Maria,Sjöberg,"Tidskriftsutgivare, redaktör, journalist","Publisher, editor, journalist",Hammar-Rosén,/Anna/
AnnaStecksen,Q4767508,2018-03-08,Lena,Milton,Läkare,Doctor,Stecksén,/Anna/ Magdalena
AnnaWhitlock,Q4767613,2018-03-08,Lena,Eskilsson,"Skolgrundare, kooperatör, rösträttskvinna","School founder, cooperator, suffragette",Whitlock,/Anna/
EuphrosyneAbrahamson,Q4933632,2018-03-08,Lisbeth,Larsson,Operasångare,Opera singer,Abrahamson,/Euphrosyne/
EsterAlmqvist,Q4935234,2018-03-08,Linda,Fagerström,Konstnär,Artist,Almqvist,/Ester/ Dorothea
BarbroBackberger,Q4937165,2018-03-08,Kristina,Lundgren,"Författare, journalist, samhällsdebattör","Author, journalist, polemicist",Backberger,/Barbro/ Elisabeth
SigridBaner,Q4937425,2018-03-08,Annika,Sandén,Donator,Donor,Banér,/Sigrid/
AnnaBehle,Q4937924,2018-03-08,Lena,Hammergren,"Dansare, danspedagog, skolgrundare","Dancer, dance instructor, school founder",Behle,/Anna/ Charlotta
CarolinaBenedicksBruce,Q4938072,2018-03-08,Irja,Bergström,"Konstnär, skulptör, rösträttskvinna","Artist, sculptor, suffragette",Benedicks-Bruce,/Carolina/ Maria
GunhildBergh,Q4938464,2018-03-08,Cecilia,Schwartz,"Litteraturhistoriker, utrikeskorrespondent, reseskildrare","Literary historian, foreign correspondent, travel writer",Bergh,/Gunhild/
GertrudBergstrom,Q4938677,2018-03-08,Gustav,Berry,"Hushållslärare, skolköksinspektör, skolgrundare","Domestic science teacher, school kitchen inspector, school founder",Bergström,/Gertrud/ Karolina Amalia
AnnaBoberg,Q4939691,2018-03-08,Anna Lena,Lindberg,"Konstnär, formgivare","Artist, designer",Boberg,/Anna/ Katarina
UllaBodorff,Q4939748,2018-03-08,Catharina,Nolin,Landskapsarkitekt,Landscape architect,Bodorff,/Ulla/ Rosa
SigridBrahe,Q4940370,2018-03-08,Svante,Norrhem,"Grevinna, hovdam","Countess, lady-in-waiting",Brahe,/Sigrid/
HilmaBruno,Q4940991,2018-03-08,Hélène,Ohlsson,Skådespelare,Actor,Bruno,/Hilma/ Maria Eleonora
IdaBackmann,Q4941461,2018-03-08,Enel,Melberg,"Journalist, författare","Journalist, author",Bäckmann,/Ida/ Charlotta
MariaSofiaDelaGardie,Q4944388,2018-03-08,Maria,Sjöberg,"Godsägare, grevinna, bruksägare","Landowner, countess, works owner",De la Gardie,/Maria Sofia/
KarinEkelund,Q4946061,2018-03-08,Jennifer,Vintkvist,"Skådespelare, radioproducent","Actor, radio producer",Ekelund,Anna /Karin/ Elisabet
ConstanceElbe,Q4946258,2018-03-08,Anita,Du Rietz,Tandläkare,Dentist,Elbe,/Constance/ Vilhelmina
AndreaEneroth,Q4946697,2018-03-08,Annelie,Holmberg,"Slöjdpedagog, skolgrundare","Teacher of handicraft, founder of handicraft school",Eneroth,/Andrea/
IngeborgErixson,Q4947088,2018-03-08,Evelina,Ivarsson,"Författare, poet","Author, poet",Erixson,Signe Nanna /Ingeborg/
IngaFischerHjalmars,Q4948133,2018-03-08,A. Johannes,Johansson,"Kemist, fysiker","Chemist, physician",Fischer-Hjalmars,/Inga/ Margrete
LinneaFjallstedt,Q4948230,2018-03-08,Lisbeth,Larsson,Författare,Author,Fjällstedt,/Linnéa/ Lovisa
EvaMargaretaFrolich,Q4949172,2018-03-08,Anders,Jarlert,"Mystiker, siare, skriftställare","Mystic, seer, writer",Frölich,/Eva Margareta/
CatharinaCharlottaDelaGardie,Q4949504,2018-03-08,Maria,Sjöberg,"Grevinna, filantrop, upplysningsivrare","Countess, philanthropist, enlightenment supporter",De la Gardie,/Catharina Charlotta/
IngelaOlofsdotterGathenhielm,Q4949622,2018-03-08,Maria,Sjöberg,"Kapare, redare, handelsidkare","Privateer, shipowner, businesswoman",Olofsdotter Gathenhielm,/Ingela/
LouiseGranberg,Q4950707,2018-03-08,Birgitta,Johansson Lindh,"Författare, översättare, teaterdirektör","Author, translator, theatre drictor",Granberg,Lovisa (/Louise/) Elisabet
WilhelminaGravallius,Q4950818,2018-03-08,Eva,Heggestad,Författare,Author,Gravallius,Carolina /Wilhelmina/
MariaGustavaGyllenstierna,Q4951692,2018-03-08,Valborg,Lindgärde,"Grevinna, författare, översättare","Countess, author, translator",Gyllenstierna,/Maria Gustava/
KarinHartman,Q4952841,2018-03-08,Hanna,Hallgren,"Frälsningssoldat, chefredaktör, författare","Soldier in the Salvation Army, editor-in-chief, author",Hartman,/Karin/ Elisabet
EsterHenning,Q4953594,2018-03-08,Irja,Bergström,Konstnär,Artist,Henning,/Ester/ Matilda
HelgaHenschen,Q4953659,2018-03-08,Birgitta,Holm,"Konstnär, skulptör, satirtecknare","Artist, sculptor, drawer",Henschen,Anna /Helga/
BritavonHorn,Q4954781,2018-03-08,Charlott,Neuhauser,"Författare, dramatiker, regissör","Author, playwright, director",von Horn,/Brita/ Clara Alice Augusta Florence
EliseHwasser,Q4955200,2018-03-08,Hélène,Ohlsson,Skådespelare,Actor,Hwasser,Ebba Charlotta Elisa (/Elise/)
MariaJohansdotter,Q4956841,2018-03-08,Jonas,Liliequist,Musiker klädd i manskläder,Musician in men's clothing,Johansdotter,/Maria/
SigridIdaMathildaKahle,Q4957801,2018-03-08,Maria,Sjöberg,"Journalist, författare","Journalist, author",Kahle,/Sigrid/ Ida Mathilda
HannaLindmark,Q4962859,2018-03-08,Ewonne,Winblad,Företagare,Entrepreneur,Lindmark,Sara Johanna (/Hanna/)
EbbaLindqvist,Q4962886,2018-03-08,Lisbeth,Larsson,Författare,Author,Lindqvist,/Ebba/ Helfrid
EvaNorberg,Q4969916,2018-03-08,Valborg,Lindgärde,"Författare, översättare","Author, translator",Norberg,/Eva/ Elisabet
ElisabethLisbethaOlofsdotter,Q4971042,2018-03-08,Jonas,Liliequist,"Dräng, soldat klädd i manskläder","Farmhand, soldier in men's clothing",Olofsdotter,Elisabeth (/Lisbetha/)
ChristinaPiper,Q4972997,2018-03-08,Svante,Norrhem,"Godsägare, bruksägare, donator","Land owner, factory owner, donor",Piper,/Christina/
MaudReutersward,Q4974564,2018-03-08,Birger,Hedén,"Radioproducent, programledare, författare","Radio producer, programme presenter, author",Reuterswärd,/Maud/
MathildaStaelvonHolstein,Q4979935,2018-03-08,Elsa,Trolle Önnerfors,"Jurist, advokat, rösträttskvinna","Lawyer, legal practitioner, suffragette",Staël von Holstein,Christina /Mathilda/
MarikaStiernstedt,Q4980514,2018-03-08,Lisbeth,Larsson,"Författare, antinazist","Author, anti-Nazi",Stiernstedt,Maria (/Marika/) Alexandra Sofia
MargaretaSuber,Q4981124,2018-03-08,Kristina,Fjelkestam,"Författare, journalist, översättare","Author, journalist, translator",Suber,Siri /Margareta/ Augusta
ElsaHarrietThulin,Q4982702,2018-03-08,Lisbeth,Larsson,Översättare,Translator,Thulin,/Elsa/ Harriet
UllaTorpe,Q4983176,2018-03-08,Lisbeth,Larsson,"Författare, litteraturforskare, feminist","Author, literary scholar, feminist",Torpe,/Ulla/ Britt
GiselaTrapp,Q4983290,2018-03-08,Karin,Gustavsson,"Konstnär, illustratör, mecenat","Artist, illustrator, patron of the arts",Trapp,Emy /Gisela/ Charlotta
EllenTrotzig,Q4983437,2018-03-08,Yrr,Jonasdottir,Konstnär,Artist,Trotzig,/Ellen/ Kristina Amalia
IdaBrander,Q4987712,2018-03-08,Hélène,Ohlsson,Skådespelare,Actor,Brander,/Ida/ Maria Charlotta
MarianneWahlberg,Q4990079,2018-03-08,Anders,Johnson,"Politiker, minister","Politician, government minister",Wahlberg,Elsvig /Marianne/
GunillaWolde,Q4990686,2018-03-08,Kristina,Hermansson,"Författare, illustratör","Author, illustrator",Wolde,Barbro /Gunilla/
JennyOdmann,Q4991106,2018-03-08,Evelina,Ivarsson,Författare,Author,Ödmann,/Jenny/ Maria
EllenMoberg,Q19787859,2018-03-08,Johannes,Westberg,"Förskolepionjär, barnträdgårdsledare",Pioneering nursery school teacher and -leader,Moberg,/Ellen/ Catharina
MariaMoberg,Q40212475,2018-03-08,Johannes,Westberg,"Förskolepionjär, barnträdgårdsledare",Pioneering nursery school teacher and -leader,Moberg,/Maria/ Elisabeth
EsterHermansson,Q50801541,2018-03-08,Barbro,Ljung,"Lärare, pionjär inom pedagogiken","Teacher, pedagogic pioneer",Hermansson,/Ester/ Anna Sofia
HedvigMalmstrom,Q50803435,2018-03-08,Hans,Bolling,"Gymnastikdirektör, sjukgymnast","Gymnastics instructor, physiotherapist",Malmström,/Hedvig/ Maria Kristina
EsterHofvanderSandberg,Q50804672,2018-03-08,Elsa,Trolle Önnerfors,"Jurist, advokat","Legal practitioner, lawyer",Hofvander-Sandberg,/Ester/ Eugenia
MariaCollin,Q50804757,2018-03-08,Anneli,Palmsköld,"Handboksförfattare inom textilkonstområdet, entreprenör","Author of handbooks on textile arts, entrepreneur",Collin,Anna /Maria/ Lovisa
AnnaPreinitz,Q50804810,2018-03-08,Åsa,Bengtsson,"Författare, filantrop, nykterhetskämpe","Author, philanthropist, temperance activist",Preinitz,/Anna/ Katarina
ElinHok,Q50804894,2018-03-08,Beatrice,Christensen Sköld,"Författare, bibliotekarie, aktiv i De Blindas Förening","Author, librarian, active in De Blindas Förening",Hök,/Elin/ Signhild
GretaHelms,Q50804925,2018-03-08,Gunnel,Furuland,"Försäljningschef, bokförläggare","Head of sales, publisher",Helms,/Greta/ Ester Linnea
GunvorBergstrom,Q50809182,2018-03-08,Elisabeth,Elgán,"Jurist, kansliråd","Legal expert, deputy assistant",Bergström,Sigrid /Gunvor/ Marianne
ElnaPehrsson,Q50876681,2018-03-08,Inga,Berggren,"Lantbrukare, politiker","Farmer, politician",Pehrsson,/Elna/ Paulina
UlrikaEleonoradydrottning,Q52933,2018-03-08,Sari,Nauman,Drottning av Sverige,Queen of Sweden,,"/Ulrika Eleonora d.y./, drottning"
AstridLindgren,Q55767,2018-03-08,Boel,Westin,"Författare, samhällsdebattör","Author, social debater",Lindgren,/Astrid/ Anna Emilia
GunillaBielke,Q235659,2018-03-08,Karin,Tegenborg Falkdalen,Drottning av Sverige,Queen of Sweden,,"/Gunilla/, drottning"
KarinMansdotterdrottning,Q237937,2018-03-08,Katarina,Harrison Lindbergh,Drottning av Sverige,Queen of Sweden,,"/Karin Månsdotter/, drottning"
VivecaLindfors,Q267217,2018-03-08,Tytti,Soila,"Skådespelare, dramatiker, regissör","Actor, playwright, director",Lindfors,Elsa /Viveca/ Torstensdotter
ChristinaNilsson,Q269812,2018-03-08,Ingegerd,Björklund,Operasångare,Opera singer,Nilsson,/Christina/
AnneWibble,Q273408,2018-03-08,Anders,Johnson,"Nationalekonom, politiker, minister","Economist, politician, government minister",Wibble,/Anne/ Marie
EmilieHogqvist,Q274554,2018-03-08,Hélène,Ohlsson,"Skådespelare, kunglig mätress","Actor, royal mistress",Högqvist,Sophie /Emilie/
JuliaNybergEuphrosyne,Q441950,2018-03-08,Gunilla,Hermansson,Författare,Author,Nyberg (Euphrosyne),Christina Juliana (/Julia/)
EvaBonnier,Q454670,2018-03-08,Margareta,Gynning,"Konstnär, mecenat","Artist, patron",Bonnier,/Eva/ Fredrika
AnnaMariaLenngren,Q459663,2018-03-08,Daniela,Silén,"Författare, översättare","Author, translator",Lenngren,/Anna Maria/
ElsaBrandstrom,Q469673,2018-03-08,Anne,Hedén,"Lärare, krigssjuksköterska","Teacher, wartime nurse, known as the angel of Siberia",Brändström,/Elsa/
Eugenieprinsessa,Q526915,2018-03-08,Ingegerd,Björklund,"Prinsessa av Sverige och Norge, kompositör, konstnär","Princess of Sweden and Norway, composer, artist",,"/Eugénie/, prinsessa"
GunborgGunKessle,Q533330,2018-03-08,Lisbeth,Larsson,"Konstnär, fotograf, författare","Artist, photographer, author",Kessle,Gunborg (/Gun/)
GunHellsvik,Q1780585,2018-03-08,Carina,Ridenius,"Jurist, politiker, minister","Lawyer, politician, minister",Hellsvik,/Gun/ Birgitta
MargarethaKrook,Q1799576,2018-03-08,Jennifer,Vintkvist,Skådespelare,Actor,Krook,/Margaretha/
HarrietBosse,Q1807081,2018-03-08,Hélène,Ohlsson,"Skådespelare, sångare","Actress, singer",Bosse,/Harriet/ Sofie
AinaBerg,Q1810888,2018-03-08,Lennart K,Persson,Simmare,Swimmer,Berg,/Aina/
